NAME,S1903_C03_001E,state,county,tract
Census Tract 4303; Cook County; Illinois,36467,17,031,430300
Census Tract 4304; Cook County; Illinois,36917,17,031,430400
Census Tract 4305; Cook County; Illinois,28528,17,031,430500
Census Tract 4306; Cook County; Illinois,54375,17,031,430600
Census Tract 4307; Cook County; Illinois,30561,17,031,430700
Census Tract 4308; Cook County; Illinois,45221,17,031,430800
Census Tract 4309; Cook County; Illinois,38173,17,031,430900
Census Tract 4312; Cook County; Illinois,57845,17,031,431200
Census Tract 4313.01; Cook County; Illinois,36867,17,031,431301
Census Tract 4313.02; Cook County; Illinois,32031,17,031,431302
Census Tract 4314; Cook County; Illinois,37122,17,031,431400
Census Tract 4401.01; Cook County; Illinois,28877,17,031,440101
Census Tract 4401.02; Cook County; Illinois,40565,17,031,440102
Census Tract 4402.01; Cook County; Illinois,34355,17,031,440201
Census Tract 4402.02; Cook County; Illinois,31537,17,031,440202
Census Tract 4403; Cook County; Illinois,46747,17,031,440300
Census Tract 4406; Cook County; Illinois,58631,17,031,440600
Census Tract 4407; Cook County; Illinois,77300,17,031,440700
Census Tract 4408; Cook County; Illinois,35292,17,031,440800
Census Tract 4409; Cook County; Illinois,39730,17,031,440900
Census Tract 4503; Cook County; Illinois,51990,17,031,450300
Census Tract 4601; Cook County; Illinois,47790,17,031,460100
Census Tract 4602; Cook County; Illinois,28487,17,031,460200
Census Tract 4603.01; Cook County; Illinois,31831,17,031,460301
Census Tract 4603.02; Cook County; Illinois,50056,17,031,460302
Census Tract 4604; Cook County; Illinois,68475,17,031,460400
Census Tract 4605; Cook County; Illinois,68207,17,031,460500
Census Tract 4608; Cook County; Illinois,32654,17,031,460800
Census Tract 4610; Cook County; Illinois,17182,17,031,461000
Census Tract 4701; Cook County; Illinois,45855,17,031,470100
Census Tract 4801; Cook County; Illinois,72171,17,031,480100
Census Tract 4802; Cook County; Illinois,54338,17,031,480200
Census Tract 4803; Cook County; Illinois,57839,17,031,480300
Census Tract 4804; Cook County; Illinois,83567,17,031,480400
Census Tract 4805; Cook County; Illinois,46250,17,031,480500
Census Tract 4902; Cook County; Illinois,63175,17,031,490200
Census Tract 4905; Cook County; Illinois,67135,17,031,490500
Census Tract 4906; Cook County; Illinois,63947,17,031,490600
Census Tract 4907; Cook County; Illinois,44792,17,031,490700
Census Tract 4908; Cook County; Illinois,51591,17,031,490800
Census Tract 4909.01; Cook County; Illinois,35038,17,031,490901
Census Tract 4909.02; Cook County; Illinois,67428,17,031,490902
Census Tract 4910; Cook County; Illinois,22438,17,031,491000
Census Tract 4911; Cook County; Illinois,68155,17,031,491100
Census Tract 4912; Cook County; Illinois,53586,17,031,491200
Census Tract 4913; Cook County; Illinois,40700,17,031,491300
Census Tract 4914; Cook County; Illinois,36480,17,031,491400
Census Tract 5001; Cook County; Illinois,71108,17,031,500100
Census Tract 5002; Cook County; Illinois,38451,17,031,500200
Census Tract 5003; Cook County; Illinois,48469,17,031,500300
Census Tract 5101; Cook County; Illinois,56806,17,031,510100
Census Tract 5102; Cook County; Illinois,55417,17,031,510200
Census Tract 5103; Cook County; Illinois,30607,17,031,510300
Census Tract 5201; Cook County; Illinois,57446,17,031,520100
Census Tract 5202; Cook County; Illinois,58438,17,031,520200
Census Tract 5203; Cook County; Illinois,50276,17,031,520300
Census Tract 5204; Cook County; Illinois,49505,17,031,520400
Census Tract 5205; Cook County; Illinois,87381,17,031,520500
Census Tract 5206; Cook County; Illinois,99688,17,031,520600
Census Tract 5301; Cook County; Illinois,38027,17,031,530100
Census Tract 5302; Cook County; Illinois,41464,17,031,530200
Census Tract 5303; Cook County; Illinois,53574,17,031,530300
Census Tract 5304; Cook County; Illinois,80147,17,031,530400
Census Tract 5305.01; Cook County; Illinois,39632,17,031,530501
Census Tract 5305.02; Cook County; Illinois,63621,17,031,530502
Census Tract 5305.03; Cook County; Illinois,47262,17,031,530503
Census Tract 5306; Cook County; Illinois,38304,17,031,530600
Census Tract 5401.01; Cook County; Illinois,16712,17,031,540101
Census Tract 5401.02; Cook County; Illinois,28711,17,031,540102
Census Tract 5501; Cook County; Illinois,-666666666,17,031,550100
Census Tract 5502; Cook County; Illinois,70197,17,031,550200
Census Tract 5601; Cook County; Illinois,59286,17,031,560100
Census Tract 5602; Cook County; Illinois,46979,17,031,560200
Census Tract 5603; Cook County; Illinois,56250,17,031,560300
Census Tract 5604; Cook County; Illinois,77125,17,031,560400
Census Tract 5607; Cook County; Illinois,78411,17,031,560700
Census Tract 5608; Cook County; Illinois,103098,17,031,560800
Census Tract 5609; Cook County; Illinois,117188,17,031,560900
Census Tract 5610; Cook County; Illinois,106375,17,031,561000
Census Tract 5611; Cook County; Illinois,95926,17,031,561100
Census Tract 5701; Cook County; Illinois,52212,17,031,570100
Census Tract 5702; Cook County; Illinois,-666666666,17,031,570200
Census Tract 5703; Cook County; Illinois,50641,17,031,570300
Census Tract 5704; Cook County; Illinois,75125,17,031,570400
Census Tract 5705; Cook County; Illinois,77772,17,031,570500
Census Tract 5801; Cook County; Illinois,51111,17,031,580100
Census Tract 5802; Cook County; Illinois,39865,17,031,580200
Census Tract 5803; Cook County; Illinois,61974,17,031,580300
Census Tract 5804; Cook County; Illinois,55355,17,031,580400
Census Tract 5805.01; Cook County; Illinois,45854,17,031,580501
Census Tract 5805.02; Cook County; Illinois,46853,17,031,580502
Census Tract 5806; Cook County; Illinois,59631,17,031,580600
Census Tract 5807; Cook County; Illinois,57269,17,031,580700
Census Tract 5808; Cook County; Illinois,63333,17,031,580800
Census Tract 5905; Cook County; Illinois,69697,17,031,590500
Census Tract 5906; Cook County; Illinois,65192,17,031,590600
Census Tract 5907; Cook County; Illinois,76667,17,031,590700
Census Tract 6004; Cook County; Illinois,62599,17,031,600400
Census Tract 6006; Cook County; Illinois,60625,17,031,600600
Census Tract 6007; Cook County; Illinois,65342,17,031,600700
Census Tract 6009; Cook County; Illinois,68526,17,031,600900
Census Tract 6103; Cook County; Illinois,38984,17,031,610300
Census Tract 6104; Cook County; Illinois,37480,17,031,610400
Census Tract 6108; Cook County; Illinois,86705,17,031,610800
Census Tract 6112; Cook County; Illinois,32793,17,031,611200
Census Tract 6113; Cook County; Illinois,45283,17,031,611300
Census Tract 6114; Cook County; Illinois,29194,17,031,611400
Census Tract 6115; Cook County; Illinois,40960,17,031,611500
Census Tract 6116; Cook County; Illinois,-666666666,17,031,611600
Census Tract 6117; Cook County; Illinois,21701,17,031,611700
Census Tract 6118; Cook County; Illinois,-666666666,17,031,611800
Census Tract 6119; Cook County; Illinois,34000,17,031,611900
Census Tract 6120; Cook County; Illinois,47300,17,031,612000
Census Tract 6121; Cook County; Illinois,27583,17,031,612100
Census Tract 6122; Cook County; Illinois,41514,17,031,612200
Census Tract 6201; Cook County; Illinois,68438,17,031,620100
Census Tract 6202; Cook County; Illinois,62250,17,031,620200
Census Tract 6203; Cook County; Illinois,67292,17,031,620300
Census Tract 6204; Cook County; Illinois,53575,17,031,620400
Census Tract 6303; Cook County; Illinois,51920,17,031,630300
Census Tract 6304; Cook County; Illinois,39828,17,031,630400
Census Tract 6305; Cook County; Illinois,48986,17,031,630500
Census Tract 6306; Cook County; Illinois,51643,17,031,630600
Census Tract 6308; Cook County; Illinois,68558,17,031,630800
Census Tract 6309; Cook County; Illinois,41600,17,031,630900
Census Tract 6401; Cook County; Illinois,51579,17,031,640100
Census Tract 6403; Cook County; Illinois,79750,17,031,640300
Census Tract 6404; Cook County; Illinois,90142,17,031,640400
Census Tract 6405; Cook County; Illinois,72813,17,031,640500
Census Tract 6406; Cook County; Illinois,79231,17,031,640600
Census Tract 6407; Cook County; Illinois,72297,17,031,640700
Census Tract 6408; Cook County; Illinois,38365,17,031,640800
Census Tract 6501; Cook County; Illinois,59966,17,031,650100
Census Tract 6502; Cook County; Illinois,92357,17,031,650200
Census Tract 6503.01; Cook County; Illinois,59569,17,031,650301
Census Tract 6503.02; Cook County; Illinois,60739,17,031,650302
Census Tract 6504; Cook County; Illinois,72308,17,031,650400
Census Tract 6505; Cook County; Illinois,66818,17,031,650500
Census Tract 6603.01; Cook County; Illinois,24628,17,031,660301
Census Tract 6603.02; Cook County; Illinois,44329,17,031,660302
Census Tract 6604; Cook County; Illinois,44297,17,031,660400
Census Tract 6605; Cook County; Illinois,42247,17,031,660500
Census Tract 6606; Cook County; Illinois,36729,17,031,660600
Census Tract 6607; Cook County; Illinois,33347,17,031,660700
Census Tract 6608; Cook County; Illinois,41099,17,031,660800
Census Tract 6609; Cook County; Illinois,41032,17,031,660900
Census Tract 6610; Cook County; Illinois,46066,17,031,661000
Census Tract 6611; Cook County; Illinois,78778,17,031,661100
Census Tract 6701; Cook County; Illinois,24583,17,031,670100
Census Tract 6702; Cook County; Illinois,34459,17,031,670200
Census Tract 6703; Cook County; Illinois,30179,17,031,670300
Census Tract 6704; Cook County; Illinois,32083,17,031,670400
Census Tract 6705; Cook County; Illinois,30313,17,031,670500
Census Tract 6706; Cook County; Illinois,37621,17,031,670600
Census Tract 6707; Cook County; Illinois,35500,17,031,670700
Census Tract 6708; Cook County; Illinois,39297,17,031,670800
Census Tract 6709; Cook County; Illinois,29906,17,031,670900
Census Tract 6711; Cook County; Illinois,15159,17,031,671100
Census Tract 6712; Cook County; Illinois,40286,17,031,671200
Census Tract 6713; Cook County; Illinois,28056,17,031,671300
Census Tract 6714; Cook County; Illinois,26080,17,031,671400
Census Tract 6715; Cook County; Illinois,34167,17,031,671500
Census Tract 6716; Cook County; Illinois,21063,17,031,671600
Census Tract 6718; Cook County; Illinois,34470,17,031,671800
Census Tract 6719; Cook County; Illinois,-666666666,17,031,671900
Census Tract 6720; Cook County; Illinois,38654,17,031,672000
Census Tract 6805; Cook County; Illinois,39306,17,031,680500
Census Tract 6806; Cook County; Illinois,50330,17,031,680600
Census Tract 6809; Cook County; Illinois,22846,17,031,680900
Census Tract 6810; Cook County; Illinois,-666666666,17,031,681000
Census Tract 6811; Cook County; Illinois,32583,17,031,681100
Census Tract 6812; Cook County; Illinois,17338,17,031,681200
Census Tract 6813; Cook County; Illinois,17500,17,031,681300
Census Tract 6814; Cook County; Illinois,51531,17,031,681400
Census Tract 6903; Cook County; Illinois,35319,17,031,690300
Census Tract 6904; Cook County; Illinois,40722,17,031,690400
Census Tract 6905; Cook County; Illinois,56203,17,031,690500
Census Tract 6909; Cook County; Illinois,41131,17,031,690900
Census Tract 6910; Cook County; Illinois,78375,17,031,691000
Census Tract 6911; Cook County; Illinois,57542,17,031,691100
Census Tract 6912; Cook County; Illinois,35551,17,031,691200
Census Tract 6913; Cook County; Illinois,42708,17,031,691300
Census Tract 6914; Cook County; Illinois,38816,17,031,691400
Census Tract 6915; Cook County; Illinois,22363,17,031,691500
Census Tract 7001; Cook County; Illinois,78803,17,031,700100
Census Tract 7002; Cook County; Illinois,80096,17,031,700200
Census Tract 7003.01; Cook County; Illinois,74207,17,031,700301
Census Tract 7003.02; Cook County; Illinois,83086,17,031,700302
Census Tract 7004.01; Cook County; Illinois,81065,17,031,700401
Census Tract 7004.02; Cook County; Illinois,85208,17,031,700402
Census Tract 7005.01; Cook County; Illinois,66979,17,031,700501
Census Tract 7005.02; Cook County; Illinois,87543,17,031,700502
Census Tract 7101; Cook County; Illinois,23500,17,031,710100
Census Tract 7102; Cook County; Illinois,28091,17,031,710200
Census Tract 7103; Cook County; Illinois,54444,17,031,710300
Census Tract 7104; Cook County; Illinois,44858,17,031,710400
Census Tract 7105; Cook County; Illinois,39943,17,031,710500
Census Tract 7106; Cook County; Illinois,35865,17,031,710600
Census Tract 7107; Cook County; Illinois,31473,17,031,710700
Census Tract 7108; Cook County; Illinois,30461,17,031,710800
Census Tract 7109; Cook County; Illinois,45663,17,031,710900
Census Tract 7110; Cook County; Illinois,58030,17,031,711000
Census Tract 7111; Cook County; Illinois,46667,17,031,711100
Census Tract 7112; Cook County; Illinois,58444,17,031,711200
Census Tract 7113; Cook County; Illinois,70223,17,031,711300
Census Tract 7114; Cook County; Illinois,53929,17,031,711400
Census Tract 7115; Cook County; Illinois,57422,17,031,711500
Census Tract 7201; Cook County; Illinois,151613,17,031,720100
Census Tract 7202; Cook County; Illinois,118836,17,031,720200
Census Tract 7203; Cook County; Illinois,145250,17,031,720300
Census Tract 7204; Cook County; Illinois,116406,17,031,720400
Census Tract 7205; Cook County; Illinois,110625,17,031,720500
Census Tract 7206; Cook County; Illinois,148450,17,031,720600
Census Tract 7207; Cook County; Illinois,118227,17,031,720700
Census Tract 7301; Cook County; Illinois,65944,17,031,730100
Census Tract 7302.01; Cook County; Illinois,62083,17,031,730201
Census Tract 7302.02; Cook County; Illinois,78819,17,031,730202
Census Tract 7303; Cook County; Illinois,49271,17,031,730300
Census Tract 7304; Cook County; Illinois,91284,17,031,730400
Census Tract 7305; Cook County; Illinois,61742,17,031,730500
Census Tract 7306; Cook County; Illinois,75462,17,031,730600
Census Tract 7307; Cook County; Illinois,54531,17,031,730700
Census Tract 7401; Cook County; Illinois,109583,17,031,740100
Census Tract 7402; Cook County; Illinois,118444,17,031,740200
Census Tract 7403; Cook County; Illinois,122063,17,031,740300
Census Tract 7404; Cook County; Illinois,93194,17,031,740400
Census Tract 7501; Cook County; Illinois,52109,17,031,750100
Census Tract 7502; Cook County; Illinois,75250,17,031,750200
Census Tract 7503; Cook County; Illinois,119000,17,031,750300
Census Tract 7504; Cook County; Illinois,104009,17,031,750400
Census Tract 7505; Cook County; Illinois,52880,17,031,750500
Census Tract 7506; Cook County; Illinois,56504,17,031,750600
Census Tract 7608.01; Cook County; Illinois,73618,17,031,760801
Census Tract 7608.02; Cook County; Illinois,81167,17,031,760802
Census Tract 7608.03; Cook County; Illinois,63155,17,031,760803
Census Tract 7702.01; Cook County; Illinois,85538,17,031,770201
Census Tract 7702.02; Cook County; Illinois,78727,17,031,770202
Census Tract 7703; Cook County; Illinois,88614,17,031,770300
Census Tract 7704; Cook County; Illinois,88983,17,031,770400
Census Tract 7705; Cook County; Illinois,54522,17,031,770500
Census Tract 7706.01; Cook County; Illinois,92569,17,031,770601
Census Tract 7706.02; Cook County; Illinois,80568,17,031,770602
Census Tract 7707; Cook County; Illinois,65300,17,031,770700
Census Tract 7708; Cook County; Illinois,74557,17,031,770800
Census Tract 7709.01; Cook County; Illinois,102955,17,031,770901
Census Tract 7709.02; Cook County; Illinois,81250,17,031,770902
Census Tract 8001; Cook County; Illinois,250001,17,031,800100
Census Tract 8002; Cook County; Illinois,214779,17,031,800200
Census Tract 8003; Cook County; Illinois,250001,17,031,800300
Census Tract 8004; Cook County; Illinois,250001,17,031,800400
Census Tract 8005; Cook County; Illinois,250001,17,031,800500
Census Tract 8006; Cook County; Illinois,250001,17,031,800600
Census Tract 8007; Cook County; Illinois,250001,17,031,800700
Census Tract 8008; Cook County; Illinois,110156,17,031,800800
Census Tract 8009; Cook County; Illinois,137802,17,031,800900
Census Tract 8010; Cook County; Illinois,146890,17,031,801000
Census Tract 8011; Cook County; Illinois,231919,17,031,801100
Census Tract 8012; Cook County; Illinois,243333,17,031,801200
Census Tract 8013; Cook County; Illinois,142500,17,031,801300
Census Tract 8014; Cook County; Illinois,164120,17,031,801400
Census Tract 8015; Cook County; Illinois,133224,17,031,801500
Census Tract 8016.01; Cook County; Illinois,98328,17,031,801601
Census Tract 8016.03; Cook County; Illinois,68594,17,031,801603
Census Tract 8016.05; Cook County; Illinois,179425,17,031,801605
Census Tract 8016.06; Cook County; Illinois,158309,17,031,801606
Census Tract 8016.07; Cook County; Illinois,139865,17,031,801607
Census Tract 8016.08; Cook County; Illinois,134179,17,031,801608
Census Tract 8017.01; Cook County; Illinois,220469,17,031,801701
Census Tract 8017.02; Cook County; Illinois,190288,17,031,801702
Census Tract 8018; Cook County; Illinois,167619,17,031,801800
Census Tract 8019.01; Cook County; Illinois,105766,17,031,801901
Census Tract 8019.02; Cook County; Illinois,191319,17,031,801902
Census Tract 8020.02; Cook County; Illinois,139904,17,031,802002
Census Tract 8020.03; Cook County; Illinois,135625,17,031,802003
Census Tract 8020.04; Cook County; Illinois,39560,17,031,802004
Census Tract 8021; Cook County; Illinois,163681,17,031,802100
Census Tract 8022; Cook County; Illinois,168105,17,031,802200
Census Tract 8023; Cook County; Illinois,121533,17,031,802300
Census Tract 8024.02; Cook County; Illinois,79841,17,031,802402
Census Tract 8024.03; Cook County; Illinois,77471,17,031,802403
Census Tract 8024.04; Cook County; Illinois,67905,17,031,802404
Census Tract 8025.03; Cook County; Illinois,103365,17,031,802503
Census Tract 8025.04; Cook County; Illinois,92541,17,031,802504
Census Tract 8025.05; Cook County; Illinois,69221,17,031,802505
Census Tract 8025.06; Cook County; Illinois,92829,17,031,802506
Census Tract 8026.05; Cook County; Illinois,120580,17,031,802605
Census Tract 8026.07; Cook County; Illinois,126429,17,031,802607
Census Tract 8026.08; Cook County; Illinois,88346,17,031,802608
Census Tract 8026.09; Cook County; Illinois,58711,17,031,802609
Census Tract 8026.10; Cook County; Illinois,127415,17,031,802610
Census Tract 8027.01; Cook County; Illinois,125370,17,031,802701
Census Tract 8027.02; Cook County; Illinois,116136,17,031,802702
Census Tract 8028.01; Cook County; Illinois,131918,17,031,802801
Census Tract 8028.02; Cook County; Illinois,109038,17,031,802802
Census Tract 8029; Cook County; Illinois,158750,17,031,802900
Census Tract 8030.05; Cook County; Illinois,104306,17,031,803005
Census Tract 8030.07; Cook County; Illinois,106316,17,031,803007
Census Tract 8030.08; Cook County; Illinois,145100,17,031,803008
Census Tract 8030.10; Cook County; Illinois,114347,17,031,803010
Census Tract 8030.12; Cook County; Illinois,85000,17,031,803012
Census Tract 8030.13; Cook County; Illinois,105841,17,031,803013
Census Tract 8030.14; Cook County; Illinois,76045,17,031,803014
Census Tract 8030.15; Cook County; Illinois,102961,17,031,803015
Census Tract 8030.16; Cook County; Illinois,119188,17,031,803016
Census Tract 8030.17; Cook County; Illinois,98125,17,031,803017
Census Tract 8031; Cook County; Illinois,152682,17,031,803100
Census Tract 8032; Cook County; Illinois,99556,17,031,803200
Census Tract 8033; Cook County; Illinois,115946,17,031,803300
Census Tract 8034; Cook County; Illinois,140000,17,031,803400
Census Tract 8035; Cook County; Illinois,144036,17,031,803500
Census Tract 8036.03; Cook County; Illinois,191691,17,031,803603
Census Tract 8036.04; Cook County; Illinois,88377,17,031,803604
Census Tract 8036.05; Cook County; Illinois,100506,17,031,803605
Census Tract 8036.07; Cook County; Illinois,118224,17,031,803607
Census Tract 8036.08; Cook County; Illinois,129358,17,031,803608
Census Tract 8036.11; Cook County; Illinois,68958,17,031,803611
Census Tract 8036.12; Cook County; Illinois,66000,17,031,803612
Census Tract 8036.13; Cook County; Illinois,73333,17,031,803613
Census Tract 8036.14; Cook County; Illinois,50865,17,031,803614
Census Tract 8036.15; Cook County; Illinois,89960,17,031,803615
Census Tract 8036.16; Cook County; Illinois,91968,17,031,803616
Census Tract 8037.01; Cook County; Illinois,81581,17,031,803701
Census Tract 8037.02; Cook County; Illinois,109779,17,031,803702
Census Tract 8038; Cook County; Illinois,121167,17,031,803800
Census Tract 8039.01; Cook County; Illinois,79034,17,031,803901
Census Tract 8039.02; Cook County; Illinois,106012,17,031,803902
Census Tract 8040; Cook County; Illinois,88559,17,031,804000
Census Tract 8041.02; Cook County; Illinois,170819,17,031,804102
Census Tract 8041.04; Cook County; Illinois,145156,17,031,804104
Census Tract 8041.05; Cook County; Illinois,152386,17,031,804105
Census Tract 8041.06; Cook County; Illinois,139139,17,031,804106
Census Tract 8041.08; Cook County; Illinois,91795,17,031,804108
Census Tract 8041.09; Cook County; Illinois,155469,17,031,804109
Census Tract 8042.02; Cook County; Illinois,178385,17,031,804202
Census Tract 8042.03; Cook County; Illinois,225486,17,031,804203
Census Tract 8042.04; Cook County; Illinois,149778,17,031,804204
Census Tract 8043.05; Cook County; Illinois,81277,17,031,804305
Census Tract 8043.06; Cook County; Illinois,88125,17,031,804306
Census Tract 8043.08; Cook County; Illinois,79205,17,031,804308
Census Tract 8043.09; Cook County; Illinois,86885,17,031,804309
Census Tract 8043.12; Cook County; Illinois,158467,17,031,804312
Census Tract 8043.13; Cook County; Illinois,121986,17,031,804313
Census Tract 8043.14; Cook County; Illinois,106410,17,031,804314
Census Tract 8043.15; Cook County; Illinois,98050,17,031,804315
Census Tract 8043.16; Cook County; Illinois,110667,17,031,804316
Census Tract 8044.03; Cook County; Illinois,79203,17,031,804403
Census Tract 8044.04; Cook County; Illinois,86802,17,031,804404
Census Tract 8044.05; Cook County; Illinois,72031,17,031,804405
Census Tract 8044.06; Cook County; Illinois,72237,17,031,804406
Census Tract 8045.05; Cook County; Illinois,84728,17,031,804505
Census Tract 8045.06; Cook County; Illinois,132679,17,031,804506
Census Tract 8045.08; Cook County; Illinois,65708,17,031,804508
Census Tract 8045.09; Cook County; Illinois,90174,17,031,804509
Census Tract 8045.10; Cook County; Illinois,80801,17,031,804510
Census Tract 8045.11; Cook County; Illinois,68516,17,031,804511
Census Tract 8045.12; Cook County; Illinois,146710,17,031,804512
Census Tract 8045.13; Cook County; Illinois,151051,17,031,804513
Census Tract 8045.14; Cook County; Illinois,111713,17,031,804514
Census Tract 8046.03; Cook County; Illinois,98247,17,031,804603
Census Tract 8046.06; Cook County; Illinois,136908,17,031,804606
Census Tract 8046.07; Cook County; Illinois,126192,17,031,804607
Census Tract 8046.08; Cook County; Illinois,120565,17,031,804608
Census Tract 8046.09; Cook County; Illinois,110833,17,031,804609
Census Tract 8046.10; Cook County; Illinois,75191,17,031,804610
Census Tract 8046.11; Cook County; Illinois,85451,17,031,804611
Census Tract 8047.01; Cook County; Illinois,78522,17,031,804701
Census Tract 8047.05; Cook County; Illinois,75563,17,031,804705
Census Tract 8047.06; Cook County; Illinois,116354,17,031,804706
Census Tract 8047.09; Cook County; Illinois,93586,17,031,804709
Census Tract 8047.10; Cook County; Illinois,95703,17,031,804710
Census Tract 8047.11; Cook County; Illinois,83787,17,031,804711
Census Tract 8047.12; Cook County; Illinois,95590,17,031,804712
Census Tract 8047.13; Cook County; Illinois,97781,17,031,804713
Census Tract 8047.14; Cook County; Illinois,104286,17,031,804714
Census Tract 8047.15; Cook County; Illinois,62183,17,031,804715
Census Tract 8047.16; Cook County; Illinois,112725,17,031,804716
Census Tract 8048.03; Cook County; Illinois,88412,17,031,804803
Census Tract 8048.04; Cook County; Illinois,70750,17,031,804804
Census Tract 8048.05; Cook County; Illinois,110636,17,031,804805
Census Tract 8048.06; Cook County; Illinois,91875,17,031,804806
Census Tract 8048.07; Cook County; Illinois,98906,17,031,804807
Census Tract 8048.08; Cook County; Illinois,133125,17,031,804808
Census Tract 8048.09; Cook County; Illinois,110219,17,031,804809
Census Tract 8048.10; Cook County; Illinois,83477,17,031,804810
Census Tract 8049.01; Cook County; Illinois,132232,17,031,804901
Census Tract 8049.02; Cook County; Illinois,123337,17,031,804902
Census Tract 8050.01; Cook County; Illinois,133456,17,031,805001
Census Tract 8050.02; Cook County; Illinois,71682,17,031,805002
Census Tract 8051.05; Cook County; Illinois,76679,17,031,805105
Census Tract 8051.06; Cook County; Illinois,77808,17,031,805106
Census Tract 8051.07; Cook County; Illinois,58354,17,031,805107
Census Tract 8051.08; Cook County; Illinois,73575,17,031,805108
Census Tract 8051.09; Cook County; Illinois,102727,17,031,805109
Census Tract 8051.10; Cook County; Illinois,99504,17,031,805110
Census Tract 8051.11; Cook County; Illinois,60470,17,031,805111
Census Tract 8051.12; Cook County; Illinois,73859,17,031,805112
Census Tract 8052.01; Cook County; Illinois,108800,17,031,805201
Census Tract 8052.02; Cook County; Illinois,97946,17,031,805202
Census Tract 8053.01; Cook County; Illinois,119196,17,031,805301
Census Tract 8053.02; Cook County; Illinois,103498,17,031,805302
Census Tract 8054.01; Cook County; Illinois,109500,17,031,805401
Census Tract 8054.02; Cook County; Illinois,99271,17,031,805402
Census Tract 8055.01; Cook County; Illinois,131979,17,031,805501
Census Tract 8055.02; Cook County; Illinois,151131,17,031,805502
Census Tract 8056; Cook County; Illinois,163182,17,031,805600
Census Tract 8057.01; Cook County; Illinois,157411,17,031,805701
Census Tract 8057.02; Cook County; Illinois,145250,17,031,805702
Census Tract 8058.01; Cook County; Illinois,115469,17,031,805801
Census Tract 8058.02; Cook County; Illinois,142031,17,031,805802
Census Tract 8059.01; Cook County; Illinois,85516,17,031,805901
Census Tract 8059.02; Cook County; Illinois,144931,17,031,805902
Census Tract 8060.01; Cook County; Illinois,53893,17,031,806001
Census Tract 8060.02; Cook County; Illinois,67317,17,031,806002
Census Tract 8060.04; Cook County; Illinois,64832,17,031,806004
Census Tract 8060.05; Cook County; Illinois,100375,17,031,806005
Census Tract 8060.06; Cook County; Illinois,61329,17,031,806006
Census Tract 8061.02; Cook County; Illinois,108386,17,031,806102
Census Tract 8061.03; Cook County; Illinois,99701,17,031,806103
Census Tract 8061.04; Cook County; Illinois,50839,17,031,806104
Census Tract 8062.01; Cook County; Illinois,69325,17,031,806201
Census Tract 8062.02; Cook County; Illinois,73491,17,031,806202
Census Tract 8063; Cook County; Illinois,102292,17,031,806300
Census Tract 8064; Cook County; Illinois,116628,17,031,806400
Census Tract 8065.01; Cook County; Illinois,65750,17,031,806501
Census Tract 8065.02; Cook County; Illinois,72182,17,031,806502
Census Tract 8066; Cook County; Illinois,97708,17,031,806600
Census Tract 8067; Cook County; Illinois,114593,17,031,806700
Census Tract 8068.01; Cook County; Illinois,74004,17,031,806801
Census Tract 8068.02; Cook County; Illinois,109125,17,031,806802
Census Tract 8069; Cook County; Illinois,84438,17,031,806900
Census Tract 8070; Cook County; Illinois,56434,17,031,807000
Census Tract 8071; Cook County; Illinois,146719,17,031,807100
Census Tract 8072; Cook County; Illinois,97212,17,031,807200
Census Tract 8073; Cook County; Illinois,77307,17,031,807300
Census Tract 8074; Cook County; Illinois,91926,17,031,807400
Census Tract 8075; Cook County; Illinois,141411,17,031,807500
Census Tract 8076; Cook County; Illinois,101432,17,031,807600
Census Tract 8077; Cook County; Illinois,66984,17,031,807700
Census Tract 8078; Cook County; Illinois,151538,17,031,807800
Census Tract 8079; Cook County; Illinois,108351,17,031,807900
Census Tract 8080.01; Cook County; Illinois,93958,17,031,808001
